Subject Area,BRONZE_TABLE NAME,BRONZE_TABLE_DESCRIPTION,Bronze_Attribute Column Name,Bronze_Attribute Column Physical Name,Bronze_Attribute Column Description,Natural Key Bronze,Is Multi Source,Function,Transformation Logic,Join Column Description,Silver_TABLE NAME,Silver Table Physical Name,Silver Table Description,Silver Attribute Column  Name,Silver Attribute Column Physical Name,Silver Attribute Column Definition,Comments
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",IND_MCI_MULTI,IND_MCI_MULTI,IND_MCI_MULTI is an indicator field that flags whether a member has multiple Medicaid Client Identifiers (MCI numbers) across systems.,,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  b.IND_MCI_MULTI AS MULTI_MSTR_CLNT_INDEX_IND
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Multiple Master Client Index Indicator,MULTI_MSTR_CLNT_INDEX_IND,MULTI_MSTR_CLNT_INDEX_IND is an indicator field that flags whether a member has multiple Medicaid Client Identifiers (MCI numbers) across systems in MEMBER DETAIL table.,
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",NUM_AWW_CASE,NUM_AWW_CASE,NUM_AWW_CASE is a numeric identifier that represents a welfare or assistance case associated with a member in Medicaid or related social service systems.,,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  b.NUM_AWW_CASE AS AWW_CASE_NUM
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Aww Case Number,AWW_CASE_NUM,AWW_CASE_NUM is a numeric identifier that represents a welfare or assistance case associated with a member in Medicaid or related social service systems in MEMBER DETAIL table.,
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",IND_MIGRANT_WORKER,IND_MIGRANT_WORKER,Indicates whether the member is classified as a migrant worker for eligibility and program purposes.,,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  b.IND_MIGRANT_WORKER AS MIGRANT_WRK_IND
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Migrant Worker Indicator,MIGRANT_WRK_IND,Indicates whether the member is classified as a migrant worker for eligibility and program purposes in MEMBER DETAIL table.,
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",IND_ACCESS,IND_ACCESS,IND_ACCESS is the indicator field that shows if a member currently has access rights or eligibility to services.,,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  b.IND_ACCESS AS ACCSS_IND
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Access Indicator is the indicator field that shows if a member currently has access rights or eligibility to services.,ACCSS_IND,"Indicates that the recipient has been validated within ACCESS. Valid values: Yes, No in MEMBER DETAIL table.",
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",IND_TRANSLATION,IND_TRANSLATION,"Indicates that translation services are needed. Valid values: Yes, No.",,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  b.IND_TRANSLATION AS TSL_IND
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Translation Indicator,TSL_IND,"Indicates that translation services are needed. Valid values: Yes, No in MEMBER DETAIL table.",
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",IND_TRIBAL,IND_TRIBAL,Indicates whthwe member belongs to tribal community or not.,,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  b.IND_TRIBAL AS TRIBAL_IND
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Tribal Indicator,TRIBAL_IND,Indicates whthwe member belongs to tribal community or not in MEMBER DETAIL table.,
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",IND_MCI_ID,IND_MCI_ID,IND_MCI_ID is an indicator field that flags whether a member has a valid Medicaid Client Identifier (MCI ID) assigned in the system.,,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  b.IND_MCI_ID AS MCI_ID_IND
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Mci Id Indicator,MCI_ID_IND,MCI_ID_IND is an indicator field that flags whether a member has a valid Medicaid Client Identifier (MCI ID) assigned in the system in MEMBER DETAIL table.,
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",CDE_SOURCE,CDE_SOURCE,Identifies if the attachment metadata came.,,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  TRIM(b.CDE_SOURCE) AS SRC_CD
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Source Code,SRC_CD,Identifies if the attachment metadata came in MEMBER DETAIL table.,
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",DTE_LAST_UPDATE,DTE_LAST_UPDATE,Date time when record is updated,,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  TO_DATE(CAST(b.DTE_LAST_UPDATE AS STRING), 'yyyyMMdd')
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Last Update Date,LAST_UPD_DT,Date time when record is updated in MEMBER DETAIL table.,
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",IND_CORRESP_PREF,IND_CORRESP_PREF,"Indicates whether the member has a specific preference for receiving correspondence (e.g., mail, email, phone).",,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  b.IND_CORRESP_PREF AS CRRSPDENCE_PREF_IND
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Correspondence Preference Indicator,CRRSPDENCE_PREF_IND,"Indicates whether the member has a specific preference for receiving correspondence (e.g., mail, email, phone) in MEMBER DETAIL table.",
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",IND_SUPPRESSION,IND_SUPPRESSION,"This is the suppression indicator in the members record to stop them from receiving letters. A value of Y indicates letters will not be sent to the member, N indicates letters will be sent.",,N,,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
  b.IND_SUPPRESSION AS SUPPRESSION_IND
FROM
  t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|b.SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.|SAK_RECIP_MOTHER:sak_recip is typically a mother recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:Source Key ID – The original identifier (Plan ID) from the Plan table in PLAN FOUNDATION table.,MEMBER DETAIL,MBR_DTL,"This entity contains detailed historical information for each member.
",Suppression Indicator,SUPPRESSION_IND,"This is the suppression indicator in the members record to stop them from receiving letters. A value of Y indicates letters will not be sent to the member, N indicates letters will be sent in MEMBER DETAIL table.",
