mapped_field_id,semantic_field_id,tgt_table_name,tgt_table_physical_name,tgt_column_name,tgt_column_physical_name,tgt_comments,source_expression,source_tables,source_tables_physical,source_columns,source_columns_physical,source_descriptions,source_datatypes,source_domain,source_relationship_type,transformations_applied,confidence_score,mapping_source,ai_reasoning,ai_generated,mapping_status,mapped_by,mapped_ts,updated_by,updated_ts,source_semantic_field
153,8721,MEMBER DETAIL,MBR_DTL,Member Last Name,MBR_LAST_NM,Member Last Name � The surname or family name of the member.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    INITCAP(b.NAM_LAST) AS MBR_LAST_NM
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,NAM_LAST,NAM_LAST,NAM_LAST,Member Last Name is a data element that stores the family name (surname) of a member as recorded in enrollment or eligibility systems.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Member Last Name is a data element that stores the family name (surname) of a member as recorded in enrollment or eligibility systems. | TYPE: VARCHAR(50)
154,8723,MEMBER DETAIL,MBR_DTL,Last Update Date,LAST_UPD_DT,Date time when record is updated,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TO_DATE(CAST(b.DTE_LAST_UPDATE AS STRING), 'yyyyMMdd')
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,DTE_LAST_UPDATE,DTE_LAST_UPDATE,DTE_LAST_UPDATE,Date time when record is updated,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Date time when record is updated | TYPE: VARCHAR(50)
155,8725,MEMBER DETAIL,MBR_DTL,Correspondence Preference Indicator,CRRSPDENCE_PREF_IND,"Indicates whether the member has a specific preference for receiving correspondence (e.g., mail, email, phone).","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.IND_CORRESP_PREF AS CRRSPDENCE_PREF_IND
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,IND_CORRESP_PREF,IND_CORRESP_PREF,IND_CORRESP_PREF,"Indicates whether the member has a specific preference for receiving correspondence (e.g., mail, email, phone).",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: Indicates whether the member has a specific preference for receiving correspondence (e.g., mail, email, phone). | TYPE: VARCHAR(50)"
156,8729,MEMBER DETAIL,MBR_DTL,Living Arrangement Code,LVNG_ARRGMT_CD,"LVNG_ARRGMT_CD is a coded field that identifies the living arrangement of a member, recipient, or patient in healthcare systems.","WITH 
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TRIM(cd.CD_VAL_CD) AS LVNG_ARRGMT_CD
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT join oz_dev.bronze_dmes_de.T_RE_LIV_ARNG la on b.SAK_LIV_ARNG = la.SAK_LIV_ARNG AND la.CURR_REC_IND='1'
LEFT join oz_dev.silver_dmes_de.CD_VAL cd on cd.cd_val_cd = la.CDE_LIV_ARNG and UPPER(cd.CD_TYP_CD) = 'LIVING_ARRANGEMENT_CODE'",CD_VAL,CD_VAL_CD,CD_VAL_CD,CD_VAL_CD,"LVNG_ARRGMT_CD is a coded field that identifies the living arrangement of a member, recipient, or patient in healthcare system.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: LVNG_ARRGMT_CD is a coded field that identifies the living arrangement of a member, recipient, or patient in healthcare system. | TYPE: VARCHAR(50)"
157,8733,MEMBER DETAIL,MBR_DTL,Member Has No Eligibility Indicator,MBR_HAS_NO_ELG_IND,Indicates whether the member currently has no active eligibility for any healthcare program or plan.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    if(b.IND_ACTIVE = 'Y', 'N', if(b.IND_ACTIVE = 'N', 'Y', b.IND_ACTIVE)) AS MBR_HAS_NO_ELG_IND
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,IND_ACTIVE,IND_ACTIVE,IND_ACTIVE,Indicates whether the member currently has no active eligibility for any healthcare program or plan.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Indicates whether the member currently has no active eligibility for any healthcare program or plan. | TYPE: VARCHAR(50)
158,8739,MEMBER DETAIL,MBR_DTL,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,"SELECT DISTINCT mf.MBR_SK FROM oz_dev.bronze_dmes_de.T_RE_BASE AS b
INNER JOIN oz_dev.silver_dmes_de.MBR_FNDTN AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
where mf.CURR_REC_IND = '1' and b.CURR_REC_IND = '1'",MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
159,8741,MEMBER DETAIL,MBR_DTL,Primary Language Code,PRI_LANG_CD,"PRI_LANG_CD is a coded field that identifies the primary language preference of a member, recipient, or provider in healthcare systems.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TRIM(b.CDE_LANGUAGE) AS PRI_LANG_CD
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,CDE_LANGUAGE,CDE_LANGUAGE,CDE_LANGUAGE,CDE_LANGUAGE is a coded field that identifies the primary language preference of an individual in healthcare systems.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_LANGUAGE is a coded field that identifies the primary language preference of an individual in healthcare systems. | TYPE: VARCHAR(50)
160,8743,MEMBER DETAIL,MBR_DTL,Suppression Indicator,SUPPRESSION_IND,"This is the suppression indicator in the members record to stop them from receiving letters. A value of Y indicates letters will not be sent to the member, N indicates letters will be sent.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.IND_SUPPRESSION AS SUPPRESSION_IND
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,IND_SUPPRESSION,IND_SUPPRESSION,IND_SUPPRESSION,"This is the suppression indicator in the members record to stop them from receiving letters. A value of Y indicates letters will not be sent to the member, N indicates letters will be sent.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: This is the suppression indicator in the members record to stop them from receiving letters. A value of Y indicates letters will not be sent to the member, N indicates letters will be sent. | TYPE: VARCHAR(50)"
161,8747,MEMBER DETAIL,MBR_DTL,Preadmission Screening Assessment Date,PREADMT_SCRNING_ASSESS_DT,An indicator for pre admission screening information useed for nursing home members. Values 'Y' or 'N' or ' ',"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TO_DATE(CAST(b.DTE_PASRR AS STRING), 'yyyyMMdd') AS PREADMT_SCRNING_ASSESS_DT
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,DTE_PASRR,DTE_PASRR,DTE_PASRR,An indicator for pre admission screening information useed for nursing home members. Values 'Y' or 'N' or ' ',VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: An indicator for pre admission screening information useed for nursing home members. Values 'Y' or 'N' or ' ' | TYPE: VARCHAR(50)
162,8749,MEMBER DETAIL,MBR_DTL,Translation Indicator,TSL_IND,"Indicates that translation services are needed. Valid values: Yes, No.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.IND_TRANSLATION AS TSL_IND
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,IND_TRANSLATION,IND_TRANSLATION,IND_TRANSLATION,"Indicates that translation services are needed. Valid values: Yes, No.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: Indicates that translation services are needed. Valid values: Yes, No. | TYPE: VARCHAR(50)"
163,8753,MEMBER DETAIL,MBR_DTL,Member Full Name,MBR_FULL_NM,"Represents the complete name of the member as a single string, typically in the format: First Name + Middle Name (optional) + Last Name + Suffix (optional).This field is used for display, reporting, and correspondence purposes.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    INITCAP(CONCAT(b.NAM_FIRST, ' ', b.NAM_MID_INIT, ' ', b.NAM_LAST)) AS MBR_FULL_NM
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,NAM_FIRST| ' '| b.NAM_MID_INIT| ' '|NAM_LAST,NAM_FIRST| ' '| b.NAM_MID_INIT| ' '|NAM_LAST,NAM_FIRST| ' '| b.NAM_MID_INIT| ' '|NAM_LAST,Member Full Name is a data element that stores the complete name of a member as recorded in enrollment or eligibility systems.,VARCHAR(50),Member,CONCAT,INITCAP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Member Full Name is a data element that stores the complete name of a member as recorded in enrollment or eligibility systems. | TYPE: VARCHAR(50)
164,8755,MEMBER DETAIL,MBR_DTL,Death Date,DEATH_DT,"Date of Death � The date when the member passed away, used for eligibility termination and compliance reporting.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    CAST(TO_DATE(CAST(b.DTE_DEATH AS STRING), 'yyyyMMdd') AS TIMESTAMP) AS DEATH_DT
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,DTE_DEATH,DTE_DEATH,DTE_DEATH,"DTE_DEATH is a data element that stores the date of death for an individual in enrollment, eligibility, or member systems.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: DTE_DEATH is a data element that stores the date of death for an individual in enrollment, eligibility, or member systems. | TYPE: VARCHAR(50)"
165,8757,MEMBER DETAIL,MBR_DTL,Gender Code,GNDR_CD,Gender is a coded field that identifies the sex/gender of an individual in healthcare systems.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TRIM(b.CDE_SEX) AS GNDR_CD
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,CDE_SEX,CDE_SEX,CDE_SEX,CDE_SEX is a coded field that identifies the sex/gender of an individual in healthcare systems.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_SEX is a coded field that identifies the sex/gender of an individual in healthcare systems. | TYPE: VARCHAR(50)
166,8759,MEMBER DETAIL,MBR_DTL,Marital Status Code,MRTL_STS_CD,Represents a coded value indicating the member�s marital status.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TRIM(b.CDE_MARITAL) AS MRTL_STS_CD
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,CDE_MARITAL,CDE_MARITAL,CDE_MARITAL,"CDE_MARITAL is a coded field that identifies the marital status of a member, recipient in healthcare systems.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: CDE_MARITAL is a coded field that identifies the marital status of a member, recipient in healthcare systems. | TYPE: VARCHAR(50)"
167,8763,MEMBER DETAIL,MBR_DTL,Health Specification Indicator,HLTH_SPFCN_IND,Indicates if the recipient has any  special health needs.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.IND_SPEC_HLTH AS HLTH_SPFCN_IND
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,IND_SPEC_HLTH,IND_SPEC_HLTH,IND_SPEC_HLTH,Indicates if the recipient has any  special health needs.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Indicates if the recipient has any  special health needs. | TYPE: VARCHAR(50)
168,8765,MEMBER DETAIL,MBR_DTL,Mci Id Indicator,MCI_ID_IND,MCI_ID_IND is an indicator field that flags whether a member has a valid Medicaid Client Identifier (MCI ID) assigned in the system.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.IND_MCI_ID AS MCI_ID_IND
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,IND_MCI_ID,IND_MCI_ID,IND_MCI_ID,IND_MCI_ID is an indicator field that flags whether a member has a valid Medicaid Client Identifier (MCI ID) assigned in the system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: IND_MCI_ID is an indicator field that flags whether a member has a valid Medicaid Client Identifier (MCI ID) assigned in the system. | TYPE: VARCHAR(50)
169,8767,MEMBER DETAIL,MBR_DTL,Code Source Address,CD_SRC_ADDR,"CD_SRC_ADDR is a coded field that identifies the source address associated with a member, provider, or transaction in healthcare systems.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.CDE_SOURCE_ADDR AS CD_SRC_ADDR
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,CDE_SOURCE_ADDR,CDE_SOURCE_ADDR,CDE_SOURCE_ADDR,"CDE_SOURCE_ADDR is a coded field that identifies the source address associated with a member, provider, or transaction in healthcare systems.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: CDE_SOURCE_ADDR is a coded field that identifies the source address associated with a member, provider, or transaction in healthcare systems. | TYPE: VARCHAR(50)"
170,8769,MEMBER DETAIL,MBR_DTL,Sort Name,SORT_NM,Represents a normalized version of the member�s name used for sorting and searching purposes.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    INITCAP(CONCAT(b.NAM_LAST, ', ', b.NAM_FIRST, ' ', b.NAM_MID_INIT)) AS SORT_NM
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,NAM_FIRST| ' '| b.NAM_MID_INIT| ' '|NAM_LAST,NAM_FIRST| ' '| b.NAM_MID_INIT| ' '|NAM_LAST,NAM_FIRST| ' '| b.NAM_MID_INIT| ' '|NAM_LAST,"A derived or formatted version of a member�s name used for sorting, indexing, or organizing records in a database or reporting system.",VARCHAR(50),Member,CONCAT,INITCAP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: A derived or formatted version of a member�s name used for sorting, indexing, or organizing records in a database or reporting system. | TYPE: VARCHAR(50)"
171,8771,MEMBER DETAIL,MBR_DTL,Member Detail Ssk,MBR_DTL_SSK,"It helps identify and differentiate existing records when changes occur or Every time a Member Detail  attribute changes , a new row is inserted with a new SSK.","WITH 
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1'),
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'
)

SELECT DISTINCT concat_ws('|', b.TENANT_CD, b.SRC_SYS_CD, 'MBR_SK', mf.MBR_SK)
FROM t_re_base_cte AS b INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID",T_RE_BASE,TENANT_CD|SRC_SYS_CD|SAK_RECIP,TENANT_CD|SRC_SYS_CD|SAK_RECIP,TENANT_CD|SRC_SYS_CD|SAK_RECIP,"It helps identify and differentiate existing records when changes occur or Every time a Member Detail  attribute changes , a new row is inserted with a new SSK.",VARCHAR(50),Member,CONCAT,DERIVED,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: It helps identify and differentiate existing records when changes occur or Every time a Member Detail  attribute changes , a new row is inserted with a new SSK. | TYPE: VARCHAR(50)"
172,8781,MEMBER DETAIL,MBR_DTL,Member Social Security Number,MBR_SSN,"MBR_SSN is a data element that stores the Social Security Number of a member, recipient, or provider in healthcare systems.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    NUM_SSN AS MBR_SSN
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,NUM_SSN,NUM_SSN,NUM_SSN,"NUM_SSN is a data element that stores the Social Security Number of a member, recipient, or provider in healthcare systems.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: NUM_SSN is a data element that stores the Social Security Number of a member, recipient, or provider in healthcare systems. | TYPE: VARCHAR(50)"
173,8783,MEMBER DETAIL,MBR_DTL,Record Insert Date,REC_INSRT_DT,The date that the recipient was added to the system.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TO_DATE(CAST(b.DTE_ADDED AS STRING), 'yyyyMMdd')
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,DTE_ADDED,DTE_ADDED,DTE_ADDED,The date that the recipient was added to the system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: The date that the recipient was added to the system. | TYPE: VARCHAR(50)
174,8787,MEMBER DETAIL,MBR_DTL,Race Code,RACE_CD,"This indicates the race of a member.
 �	White
 �	Black or African American
 �	American Indian and Alaska Native
 �	Asian
 �	Native Hawaiian and Other Pacific Islander
 �	Some other race
 �	Two or more races
 �	Asked but No Answer
 �	Unknown race
 ","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TRIM(b.CDE_RACE) AS RACE_CD
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,CDE_RACE,CDE_RACE,CDE_RACE,"CDE_RACE is a coded field that identifies the race of a member, recipient in healthcare systems.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: CDE_RACE is a coded field that identifies the race of a member, recipient in healthcare systems. | TYPE: VARCHAR(50)"
